standort_equipment;technplatzbezeichng;equipment;equipmentname;ort;wirtschaftseinheit;hersteller;baujahr;antriebsart;anzahl_haltestellen;anzahl_tueren_kabine;anzahl_tueren_schacht;foerdergeschwindigkeit;foerderhoehe;lage;tragkraft;erweiterte_ortsangabe;min_tuerbreite;kabinentiefe;kabinenbreite;kabinenhoehe;tuerhohe;fabriknummer;tuerart;geokoordinaterechtswert;geokoordinatehochwert;ausftextlichebeschreibung
GLEIS 5/6;Bahnsteig 5/6;10096963;Personenaufzug 21269;Nienburg (Weser);4548;Tepper Aufzüge GmbH;2000;SEIL;     2;     1;     2;     0,6;     4,26;;    1100;;;;;;;;;    3514814,2340000002;    5834769,0650000004;Aufzug zu Gleis 5/6
EG;Übergangsbauwerk/Treppe EG/PU;10096964;Personenaufzug 21268;Nienburg (Weser);4548;Tepper Aufzüge GmbH;2000;SEIL;     2;     1;     2;     0,6;     1,92;;    1100;;;;;;;;;    3514732,6889999998;    5834712,7350000003;
;Bahnsteig 1/2;10097005;Personenaufzug OTIS 47 KAG 123;Nienburg (Weser);4548;OTIS GmbH & Co. OHG;2007;SEIL;     2;     1;     2;     1;     4,4;;    1025;;    1000;    2100;    1100;    2200;    2100;47KAG123;ES2;    3514814,1269999999;    5834768,943;Aufzug zu Bstg 1/2
ZUGANG STRAßE/BAHNSTEIG;S-Bahn Mittelbahnsteig 228 / 222 mtr.;10097082;Personenaufzug (HA4003;Schwabach-Limbach;5697;OTIS GmbH & Co. OHG;2001;HYDRAULISCH;     2;     2;     2;     0,4;     6,28;GLEIS 2/3;    1050;BAHNSTEIGENDE NORD;    900;    2100;    1100;    2200;    2100;47KP2418;ES2;    3648687,3280000002;    5468861,8509999998;
BAHNSTEIG 1;Bahnsteig 01   232 mtr.;10097083;Personenaufzug (HA 4004 );Schwabach;5696;OTIS GmbH & Co. OHG;2001;HYDRAULISCH;     2;     2;     2;     4;     3,85;GLEIS 1;    1050;BAHNSTEIGMITTE;    900;    2100;    1100;    2200;    2100;47KP2419;ES2;    3647998,017;    5467458,9270000001;
S-BAHN BSTG.;S-Bahnsteig Bstg 03   Gl 5 u. 6;10097084;Personenaufzug (HA4005);Schwabach;5696;OTIS GmbH & Co. OHG;2001;HYDRAULISCH;     2;     2;     2;     0,4;     4,89;GLEIS 5/6;    1050;BAHNSTEIGENDE SUED;    900;    2100;    1100;    2200;    2100;47KP2420;ES2;    3648038,446;    5467451,1679999996;Aufzug zu Gleis 5/6
BSTG. S-BAHN;S-Bahn Mittelbahnsteig 01  145 mtr.;10097085;Aufzug 47NP2421  (HA 4006;Büchenbach;934;OTIS GmbH & Co. OHG;2001;HYDRAULISCH;     2;     2;     2;     0,4;     6,25;GLEIS 1/2;    1050;BAHNSTEIGMITTE;    900;    2100;    1100;    2200;    2100;47KP2421;ES2;    3651028,4479999999;    5461024,3059999999;
TUNNEL;Bahnhofsvorplatz;10097227;Personenaufzug Nr.21285 (Tunnel );Seelze Pbf;5795;Tepper Aufzüge GmbH;1999;HYDRAULISCH;     2;     2;     2;     0,39;     2,76;;    1000;;    1000;    2100;    1100;    2200;    2100;21285;ZS2;    3540541,8900000001;    5806676,3619999997;
GLEIS 3/4;Bahnsteig 3/4;10097228;Personenaufzug Nr. 21283;Seelze Pbf;5795;Tepper Aufzüge GmbH;1999;HYDRAULISCH;     2;     2;     2;     0,39;     4,47;;    1000;;    1000;    2100;    1100;    2200;    2100;21283;ZS2;    3540531,702;    5806646,2209999999;Aufzug zu Gleis 3/4
GLEIS 1/2;Bahnsteig 1/2;10097229;Personenaufzug Nr. 21284;Seelze Pbf;5795;Tepper Aufzüge GmbH;1999;HYDRAULISCH;     2;     2;     2;     0,39;     4,47;;    1000;;    1000;    2100;    1100;    2200;    2100;21284;ZS2;    3540534,1090000002;    5806661,0990000004;Aufzug zu Gleis 1/2
TUNNEL;Bahnsteig 1/2;10097343;Personenaufzug 21296 Mittelbstg.;Springe;5933;Tepper Aufzüge GmbH;2000;HYDRAULISCH;     2;     2;     2;     0,4;     3,28;;    1100;;    1000;    2100;    1100;    2200;    2100;21296;ZS2;    3538093,1639999999;    5786991,1330000004;Aufzug zwischen Bstg 2/3 und Tunnel
BSTG. A /UNTERFÜHRUNG;Bahnsteig A, (Gl.1/3) + (Gl 2 Ri MAMT);10097614;HA 18  Personenaufzug;Dachau Bahnhof;1099;Thyssen Krupp AG;2003;SEIL;     2;     2;     2;     1;     4,71;BAHNSTEIG;    1450;AUßENBAHNSTEIG;    1100;    2100;    1400;    2200;    2100;252512112;ZS2;    3681562,7400000002;    5349217,8880000003;Aufzug zwischen Gleis 1/2/3 und Tunnel
EINGANG BEI BLUME 2000;Treppenhaus S-Bahn Ottenser Hauptstr;10097635;Personenaufzug HA 007 BLZ S-Bahn;Hamburg-Altona;2517;Thyssen Krupp;1977;SEIL;     5;     1;     5;     1;    17,870000000000001;INNEN;    900;;;;;;;;;;;
EMPFANGSGEBÄUDE, ERDGESCHOSS;Freifläche/ Verkehrsfläche;10097636;Personenaufzug MIB Stockh. HA 08;Hamburg-Altona;2517;OSMA-Aufzüge Albert Schenk Gmb;2006;SEIL;     3;     2;     4;     1;     8,620000000000001;;    1000;;;;;;;;;;;
GLEIS 2/4;Bahnhofsvorplatz;10097647;Personenaufzug Nr. 21297 Vorplatz;Springe;5933;Tepper Aufzüge GmbH;2000;HYDRAULISCH;     2;     1;     2;     0,4;     4,55;;    1100;;    1000;    2100;    1100;    2200;    2100;21297;ZS2;    3538103,2820000001;    5786970,3689999999;Aufzug zu Gleis 2/4
GLEIS 1/2;Bahnsteig 1/2;10097767;Personenaufzug Nr, 21291;Stadthagen;5954;Tepper Aufzüge GmbH;2000;HYDRAULISCH;     2;     1;     2;     0,38;     4,07;;    1100;;    1000;    2100;    1100;    2200;    2100;21291;ZS2;    3512931,4079999998;    5799947,2719999999;Aufzug zu Gleis 1/2
GLEIS 3/4;Bahnsteig 3/4;10097768;Personenaufzug Nr. 21292;Stadthagen;5954;Tepper Aufzüge GmbH;2000;HYDRAULISCH;     2;     1;     2;     0,38;     4,04;;    1100;;    1000;    2100;    1100;    2200;    2100;21292;ZS2;    3512935,3429999999;    5799934,9539999999;Aufzug zu Gleis 3/4
TUNNEL;Personenunterführung 01;10097769;Personenaufzug Nr. 21277 ( Tunnel );Stadthagen;5954;Tepper Aufzüge GmbH;2000;HYDRAULISCH;     2;     2;     2;     0,43;     2,78;;    1100;;    1000;    2100;    1100;    2200;    2100;21277;ZS2;;;
GLEIS 2/3;Bahnsteig 2/3;10097793;Personenaufzug Nr. 21286;Weetzen;6578;Tepper Aufzüge GmbH;2000;HYDRAULISCH;     2;     1;     2;     0,38;     4,7;;    1100;;    1000;    2100;    1100;    2200;    2100;21286;ZS2;    3543407,5159999998;    5796279,2410000004;Aufzug zu Gleis 2/3
BSTG. 1;Rottweil, Bahnsteig 1;10099555;Personenaufzug Bahnsteig 1 (HA718);Rottweil;5405;Haushahn GmbH & Co. KG;2000;HYDRAULISCH;     2;     2;     2;     0,63;     5;;    800;;;;;;;;;    3473218,7310000001;    5336438,2589999996;
BSTG. 2;Rottweil, Bahnsteig 2/3;10099567;Personenaufzug Bahnsteig 2 (HA 719);Rottweil;5405;Haushahn GmbH & Co. KG;2000;HYDRAULISCH;     2;     2;     2;     0,63;     5;;    800;;;;;;;;;    3473219,6189999999;    5336420,2810000004;Aufzug zu Bstg 2/3
BSTG.3;Rottweil, Bahnsteig 4/5;10099595;Personenaufzug Bahnsteig 3 (HA 720);Rottweil;5405;Haushahn GmbH & Co. KG;2000;HYDRAULISCH;     2;     2;     2;     0,63;     5;;    800;;;;;;;;;    3473220,4190000002;    5336403,7790000001;Aufzug zu Bstg 4/5
GLEIS 12/13;Bahnsteig 12/13;10099935;Personenaufzug Gl 12/13  Nr. 21262;Hannover-Messe / Laatzen;3488;Tepper Aufzüge GmbH;1999;HYDRAULISCH;     2;     1;     2;     0,45;     7,42;;    975;;    1000;    1600;    1300;    2200;    2100;21262;ZS2;;;Aufzug zu Gleis 12/13
GLEIS 16/17;Bahnsteig 16/17;10100075;Personenaufzug Hein Nr. 21261;Hannover-Messe / Laatzen;3488;Tepper Aufzüge GmbH;1999;HYDRAULISCH;     2;     1;     2;     0,45;     7,75;;    975;;    1000;    1600;    1300;    2200;    2100;21261;ZS2;;;Aufzug zu Gleis 16/17
GLEIS 10/11;S-Bahnsteig  Gl. 10/11;10100082;Personenaufzug Gl 10/11 Nr.: 21264;Hannover-Messe / Laatzen;3488;Tepper Aufzüge GmbH;2000;HYDRAULISCH;     2;     2;     2;     0,4;     7,520000000000001;;    675;;    900;    1400;    1100;    2200;    2100;21264;ES2;;;Aufzug zu Gleis 10/11
BAHNHOFSHALLE;Empfangshalle;10100088;Personenaufzug Nr.21260 DB Lounge;Hannover-Messe / Laatzen;3488;Tepper Aufzüge GmbH;1999;HYDRAULISCH;     3;     1;     3;     0,4;     9,6;;    1350;;    1200;    1400;    2100;    2200;    2100;21260;ZS2;;;
TUNNEL <-> BSTG GLEIS 4/5;Personentunnel;10103196;Personenaufzug zum Bstg Gleis 4/5;Göttingen;2218;Braun Aufzüge GmbH;2000;HYDRAULISCH;     2;     2;     2;     0,4;     5,100000000000001;TUNNEL ZUM BSTG GLEIS 4/5;    1000;;;;;;;;;    3564379,639;    5711816,9419999998;Aufzug zwischen Gleis 4/5 und Tunnel
TUNNEL <-> BSTG GLEIS 6/7;Personentunnel;10103197;Personenaufzug zum Bstg Gleis 6/7;Göttingen;2218;Braun Aufzüge GmbH;2000;HYDRAULISCH;     2;     2;     2;     0,4;     5;TUNNEL ZUM BSTG GLEIS 6/7;    1000;;;;;;;;;    3564361,1269999999;    5711828,0650000004;Aufzug zwischen Gleis 6/7 und Tunnel
AUFZUGSRAUMM GL. 2;Aufzugsraum  HA225, Bstg. 1 (Ri.Tutzing);10103619;Personenaufzug HA 225 (Ri.Tutzing);Starnberg-Nord;4750;OTIS GmbH & Co. OHG;2000;HYDRAULISCH;     2;     1;     2;     0,5;     7,19;GLEIS 1;    1275;RICHTUNG TUTZING;    1000;    2000;    1400;    2200;    2100;47KPO457;ZS2;;;Aufzug zu Gleis 2 Richtung Tutzing
AUFZUGSRAUM / GLEIS 1;Aufzugsraum  HA224, Bstg. 2 (Ri.München);10103622;Personenaufzug HA 224 (Ri.München);Starnberg-Nord;4750;OTIS GmbH & Co. OHG;2000;HYDRAULISCH;     2;     1;     2;     0,5;     7,19;GLEIS 1;    1275;RICHTUNG MUENCHEN;    1000;    2000;    1400;    2200;    2100;47KPO458;ZS2;;;Aufzug zu Gleis 1 Richtung München
BAHNSTEIG 03;Bahnsteig 04;10104665;AZ 3 Fab. 10000038;Stralsund Hbf;6049;Haushahn GmbH & Co. KG;1999;INDIREKT HYDRAULISCH;     2;     1;     2;     0,42;     4,04;NEBEN;    630;"GL4;TUNNEL;AUSGANG";    1000;    1400;    1100;    2100;    2300;10000038;ES2;;;Aufzug zwischen Gleis 4 und Tunnel
FUSSGÄNGERUNTERFÜHRUNG/BSTG;Bahnsteig A;10108803;Aufzug HA 220;Holzkirchen;2888;OTIS GmbH & Co. OHG;2000;SEIL;     3;     2;     3;     0,5;     3,79;GLEIS 1;    1300;BAHNSTEIGMITTE;    1000;    2000;    1350;    2200;    2100;47KPO459;ES2;    3701790,3459999999;    5308648,4529999997;Aufzug zwischen Bstg und Tunnel
BSTG 2, GL. 2/3;Bahnsteig B;10108804;Aufzug HA  221 Gleis 2/3;Holzkirchen;2888;OTIS GmbH & Co. OHG;2000;SEIL;     2;     2;     2;     0,5;     3,98;GLEIS 2/3;    1400;BAHNSTEIGMITTE;    1000;    1800;    1650;    2200;    2100;47KPO460;ES2;    3701803,6690000002;    5308659,4119999995;Aufzug zu Gleis 2/3
;S-Bahnsteig Mittelbahnsteig;10109740;AZ S-Bstg Fabrik Nr: 244099159;Berlin-Karlshorst;545;Thyssen Krupp AG;2000;SEIL;     2;     2;     2;     1;     5,95;AUßEN;    1050;TRESKOWALLEE - S-BSTG.;    900;    2100;    1100;    2300;    2100;244099159;ES2;;;
BAHNSTEIG 2/3;Bahnsteig B - Gleis  2/3;10110097;Thyssen Aufzug 23 23 29 684;Mannheim Hbf;3925;Thyssen Krupp AG;2001;HYDRAULISCH;     2;     2;     2;;;;    1000;BAHNSTEIG 2/3;;;;;;;;    3461675,318;    5482604,4199999999;Aufzug zu Gleis 2/3
BAHNSTEIG 4/5;Bahnsteig C - Gleis  4/5;10110104;Thyssen Aufzug 23 23 29 682;Mannheim Hbf;3925;Thyssen Krupp AG;2001;SEIL;     2;     2;     2;;;AUßEN;    1000;BAHNSTEIG 4/5;;;;;;232329682;;    3461663,5980000002;    5482589,0429999996;Aufzug zu Gleis 4/5
BAHNSTEIG 7/8;Bahnsteig D - Gleis  7/8;10110110;Thyssen Aufzug 23 23 29 683;Mannheim Hbf;3925;Thyssen Krupp AG;2001;SEIL;     2;     2;     2;;;AUßEN;    1000;BAHNSTEIG 7/8;;;;;;;;    3461649,2659999998;    5482570,7549999999;Aufzug zu Gleis 7/8
BAHNSTEIG 9/10;Bahnsteig E - Gleis  9/10;10110125;Thyssen Aufzug 23 23 29 681;Mannheim Hbf;3925;Thyssen Krupp AG;2001;SEIL;     2;     2;     2;;;AUßEN;    1000;BAHNSTEIG 9/10;;;;;;232329681;;    3461640,8309999998;    5482557,1699999999;Aufzug zu Gleis 9/10
BAHNSTEIG 1;Bahnsteig 1, Gleis 1 Hausbahnsteig;10111239;Personenaufzug*;Bamberg;393;Thyssen Krupp AG;2001;HYDRAULISCH;     2;     2;     2;     0,5;     4,2;GLEIS 1;    1050;BAHNSTEIGMITTE;    900;    2100;    1100;    2150;    2100;252520712;ES2;;;Aufzug zu Gleis 1
BAHNSTEIG 2;Bahnsteig 2, Gleis 2/3;10111266;Personenaufzug*;Bamberg;393;Thyssen Krupp AG;2001;HYDRAULISCH;     2;     2;     2;     0,5;     4,65;GLEIS 2/3;    1050;BAHNSTEIGMITTE;    900;    2100;    1100;    2150;    2100;252520713;ES2;;;Aufzug zu Gleis 2/3
BAHNSTEIG 3;Bahnsteig 3, Gleis 4/5;10111270;Personenaufzug*;Bamberg;393;Thyssen Krupp AG;2001;HYDRAULISCH;     2;     2;     2;     0,5;     4,8;GLEIS 4/5;    1050;BAHNSTEIGMITTE;    900;    2100;    1100;    2150;    2100;252520714;ES2;;;Aufzug zu Gleis 4/5
BAHNSTEIG 4;Bahnsteig 4, Gleis 6/8;10111278;Personenaufzug*;Bamberg;393;Thyssen Krupp AG;2001;HYDRAULISCH;     2;     2;     2;     0,5;     4,8;GLEIS 6/8;    1050;BAHNSTEIGMITTE;    900;    2100;    1100;    2150;    2100;252520715;ES2;;;Aufzug zu Gleis 6/8
BAHNSTEIG 1;Bahnsteig 1 Gleis 1;10112119;* Aufzug;Marktredwitz;3979;Thyssen Krupp AG;2000;HYDRAULISCH;     2;     2;     2;     0,51;     3,5;GLEIS 1;    1052;BAHNSTEIGMITTE;    900;    2100;    1100;    2150;    2000;252527515;ES2;    3721046,034;    5545444,7319999998;Aufzug zu Gleis 1
BAHNSTEIG 3;Bahnsteig 3 Gleis 4 und 5;10112179;* Aufzug;Marktredwitz;3979;Thyssen Krupp AG;1996;HYDRAULISCH;     2;     2;     2;     0,52;     3,85;GLEIS 4/5;    630;BAHNSTEIGMITTE;    900;    2100;    1100;    2150;    2000;255292506;ZS2;    3721024,6850000001;    5545463,1699999999;Aufzug zu Gleis 4/5
HALLE-ROSSMANN;Empfangshalle;10112295;Personenaufzug Halle Rossmann;Bremen Hbf;855;Tepper Aufzüge GmbH;1999;HYDRAULISCH;     2;     2;     3;     0,74;     5,391;;    1125;;;;;;;;;;;
HALLE-LOUNGE;Empfangshalle;10112296;Personenaufzug ( Lounge);Bremen Hbf;855;Tepper Aufzüge GmbH;1999;HYDRAULISCH;     2;     2;     3;     0,74;     5,391;;    1125;;;;;;;;;;;
BANHSTEIG 1;Seitenbahnsteig Gleis 1;10113200;Personenaufzug;Delmenhorst;1159;Thyssen Krupp AG;2000;HYDRAULISCH;     2;     1;     2;     0,35;     5,92;;    1425;;;;;;;;;;;Aufzug zu Gleis 1
BAHNSTEIG 2/3;Mittelbahnsteig Gleis 2/3;10113202;Personenaufzug;Delmenhorst;1159;Thyssen Krupp AG;2000;HYDRAULISCH;     2;     1;     2;     0,35;     5,92;;    1425;;;;;;;;;;;Aufzug zu Gleis 2/3
;S-Bahnsteig A 1/2;10113944;AZ Gl. 1-2 / Fabrik-Nr: 316416;Berlin-Gesundbrunnen;528;Schindler Aufzüge und Fahrtrep;2003;HYDRAULISCH;     3;     1;     2;     0,63;    12,43;AUßEN;    1500;"UG;GL1/2;AUSGANG";    1000;    2100;    1400;    2300;    2100;316416;ZS2;    3797727,6170000001;    5833078,9890000001;Aufzug zwischen Gleis 1/2 und 1.Untergeschoss
;S-Bahnsteig B 3/4;10113945;AZ Gl. 3-4 / Fabrik-Nr: 315916;Berlin-Gesundbrunnen;528;Schindler Aufzüge und Fahrtrep;2003;HYDRAULISCH;     3;     1;     3;     0,63;    12,43;AUßEN;    1500;"UG;GL3/4;AUSGANG";    1000;    2450;    1400;    2300;    2100;315916;ZS2;    3797730,4709999999;    5833058,4919999996;Aufzug zwischen Gleis 3/4 und 1.Untergeschoss
BSTG.1,ZUGANG NORD (47KAJ031);Treppe 01;10114062;PAufzug_HA0200_Bstg.1, Zugang Nord;Stuttgart Österfeld;6075;OTIS GmbH & Co. OHG;2008;HYDRAULISCH;     2;     2;     2;     0,86;    11,808;;    1000;;;;;;;47KAJ031;;    3508571,236;    5400109,0010000002;"Aufzug zu Bstg 1 ; Ausgang Nord"
BAHNSTEIG A MITTE;Bahnsteig A;10114450;AZ Gl. 1-2 / Fabrik-Nr: 47KAJ022;Berlin Zoologischer Garten;533;OTIS GmbH & Co. OHG;2008;SEIL;     2;     2;     2;     0,62;     7,49;;    1000;"GL1/2;AUSGANG";    1000;    1300;    1300;    2200;    2100; 47KAJ022;ZS2;    3794184,3200000003;    5828198,2860000003;Aufzug zu Gleis 1/2
BANSTEIG B MITTE;Bahnsteig B;10115540;AZ Gl. 3-4 / Fabrik-Nr: 244001757;Berlin Zoologischer Garten;533;Thyssen Krupp AG;2002;SEIL;     2;     1;     2;     0,62;     7,49;;    1000;"GL3/4;HAUPTHALLE";    1000;    2400;    1230;    2240;    2100;244001757;ZS2;    3794167,1519999998;    5828204,9289999995;Aufzug zwischen Gleis 3/4 und Empfangsgebäude
HARDENBERGPLATZ NEBEN ZAPFHAHN;Empfangsgebäude;10115541;Personenaufzug MIB / Fabrik-Nr: 47KH9857;Berlin Zoologischer Garten;533;OTIS GmbH & Co. OHG;1995;INDIREKT HYDRAULISCH;     3;     1;     3;     0,46;     6,5;INNEN;    1425;MIB LAGER;    900;    2100;    1400;    2300;    2100;47KH9857;ZS2;;;
BAHNSTEIG C S-BAHN;Bahnsteig C S-Bahn;10115665;AZ Gl. 5-6 (S-Bahn)/Fabrik-Nr: 244098277;Berlin Zoologischer Garten;533;Thyssen Krupp AG;1999;SEIL;     2;     2;     2;     1;     7,74;;    675;"GL5/6;HAUPTHALLE";    900;    1500;    960;    2100;    2000;244098277;ES2;;;Aufzug zwischen Gleis 5/6 und Empfangsgebäude
BSTG 7/8;Bahnsteig Gl. 7/8;10116195;Personenaufzug  Nr 077 - AMP;Oldenburg (Oldb) Hbf;4765;Thyssen Krupp AG;2004;SEIL;     2;     2;     2;     1;     4;GL 7/8;    1050;BAHNSTEIG 7/8 ZUR PU;    1000;    1520;    1450;    2200;    2100;213132077;;;;Aufzug zwischen Gleis 7/8 und Tunnel
HAUSBAHNSTEIG;Bahnsteig 1 Ri. Hilpoltstein;10116342;Personenaufzug (HA 4007 );Roth;5385;OTIS GmbH & Co. OHG;2002;HYDRAULISCH;     2;     2;     2;     0,4;     3,75;GLEIS 1;    1050;BAHNSTEIGMITTE;    9010;    2100;    1100;    2200;    2100;47KP2422;ES2;;;Aufzug zu Bstg 1 Richtung Hilpoltstein
BAHNSTEIG 2;Bahnsteig 02  Gl 2/3 Ri. Nbg.   273mtr.;10116343;Personenaufzug (HA0008);Roth;5385;OTIS GmbH & Co. OHG;2002;HYDRAULISCH;     2;     2;     2;     0,4;     4,270000000000001;GLEIS 2/3;    1050;BAHNSTEIGENDE NORD;    900;    2100;    1100;    2200;    2100;47KP2423;ES2;;;Aufzug zu Gleis 2/3 Richtung Nürnberg
BAHNSTEIG 3;Bahnsteig 03  Gl 4/5 Ri Treu.  267 mtr.;10116344;Personenaufzug (HA 4009);Roth;5385;OTIS GmbH & Co. OHG;2001;HYDRAULISCH;     2;     2;     2;     0,4;     4,19;GLEIS 4/5;    1050;BAHNSTEIGENDE NORD;    900;    2100;    1100;    2200;    2100;47KP2424;ES2;;;Aufzug zu Gleis 4/5 Richtung Treu.
EMPFANGSGEBÄUDE;Empfangshalle Südseite;10116464;Personenaufzug 22560;Uelzen;6310;Tepper Aufzüge GmbH;2000;INDIREKT HYDRAULISCH;     2;     1;     2;     0,63;     4;EMPFANGSGEBAEUDE;    1350;;;;;;;;;    3604447,7710000002;    5871977,2029999997;
BAHNSTEIG 1;St. Egidien Bahnsteig 1;10116805;Personenaufzug - Bstg. 1;St Egidien;5936;Aufzugsbau Dresden;1998;HYDRAULISCH;     2;     1;     2;;     4;AUßEN;    1000;;;;;;;;;    3755435,5060000001;    5634518,1519999998;
BAHNSTEIG 2;St. Egidien Bahnsteig 2;10116808;Personenaufzug - Bstg. 2;St Egidien;5936;Aufzugsbau Dresden;1998;HYDRAULISCH;     2;     1;     2;;     4;AUßEN;    1000;;;;;;;;;    3755430,878;    5634495,1610000003;Aufzug zu Bstg 2
FKA-SÜDB, ABR TREPPENHAUS G;Empfangsgebäude FKA Südbau;10116879;HA 8, Personenaufzug zu Contipark;München Hbf;4234;Gall & Heckelmann GmbH;1990;SEIL;     7;     1;     7;     1,5;    21,449999999999999;RECHTS NEBEN REISEBUERO;    630;TREPPENHAUS G;    900;    1330;    1100;    2200;    2000;8105908;ZS2;;;
;Oschatz Bstg. 4;10117196;Personenaufzug Bstg. D-L;Oschatz;4783;Schindler Aufzüge und Fahrtrep;1996;HYDRAULISCH;     2;     2;     2;     0,48;     4;NEBEN;    630;;;;;;;;;    3786314,7930000001;    5694349,5990000004;Aufzug zu Bstg 4
;Bahnsteigbereich;10118901;AZ Gl. 1-2 / Fabrik-Nr: 244098713;Beusselstraße;7726;Thyssen Krupp AG;1999;HYDRAULISCH;     2;     2;     2;     0,4;     5,84;AUßEN;    1425;"GL1/2;AUSGANG";    1000;    2100;    1400;    2300;    2100;244098713;ZS2;;;Aufzug zu Gleis 1/2
GLEIS 1;Bahnsteig 1;10119158;Personenaufzug HA 332;Gießen Oswaldsgarten;7968;Thyssen Krupp AG;2004;SEIL;     2;     2;     2;     1;     6,28;;    1050;;;;;;;;;    3476624,108;    5605839,1670000004;Aufzug zu Gleis 1
;S-Bahnsteig 01;10119184;AZ Gl. 1-2 (Ausg. Süd) / Fabrik-Nr: 7877;Westend;6708;Lödige Aufzugstechnik GmbH;1993;HYDRAULISCH;     2;     2;     2;     0,57;     6,640000000000001;INNEN;    1425;"GL1/2;AUSGANG SUED";    1000;    2100;    1400;    2200;    2100;7877;ZS2;;;"Aufzug zu Gleis 1/2 ; Ausgang Süd"
;S-Bahnsteig 01;10119290;AZ Gl. 1-2 / Fabrik-Nr: 244098714;Westhafen;7760;Thyssen Krupp AG;1999;HYDRAULISCH;     2;     2;     2;     0,4;     6,92;AUßEN;    1425;"GL1/2;AUSGANG";    1000;    2200;    1250;    2260;    2100;244098714;ZS2;;;Aufzug zu Gleis 1/2
OSTFRONTGEB, NORD;Empfangsgebäude Ostfrontgebäude;10119368;HA 20,Personenaufzug Arnulfstr.1Aufgang4;München Hbf;4234;R. Stahl AG;1959;SEIL;     5;     1;     5;;    24;REGIO OBERBAYERN;    450;TREPPENHAUS P;    700;    1150;    1300;    2150;    2000;69473;ES2;;;
PLANUNG K, BEI COMICLADEN;Empfangsgebäude Planung K;10119616;HA 16, Personenaufzug,Galerie Planung K;München Hbf;4234;OTIS GmbH & Co. OHG;2006;SEIL;     4;     1;     4;     1;    10,91;SCHLIEßFAECHER;    1350;TREPPENHAUS E;    1100;    2100;    1400;    2300;    2200;47KAF425;ES2;;;
;Hausbahnsteig;10121097;Personenaufzug HA 265  46101-001;Hofheim (Taunus);2827;Universal Lift GmbH Berlin;1999;HYDRAULISCH;     2;     2;     2;     0,63;     4,07;BAHNSTEIG 1;    630;;;;;;;;;;;
BSTG. 2/3;Reichenbach (V)  Bstg.bereich Bstg. 02;10121113;Personenaufzug - Bstg. 2/3;Reichenbach (Vogtl) ob Bf;5187;Thyssen Krupp AG;1998;HYDRAULISCH;     2;     2;     2;;     5;;    1000;;;;;;;;;    3733055,5759999999;    5615424,3729999997;Aufzug zu Bstg 2/3
;S-Bahnsteig 01;10121374;AZ Gl. 1 / Fabrik-Nr: 47 T 0048-0-1;Heiligensee;7729;OTIS GmbH & Co. OHG;1998;HYDRAULISCH;     2;     2;     2;     0,6;     5,61;AUßEN;    1425;"GL1;AUSGANG";    1000;    2100;    1400;    2300;    2100;47 T 0048-0-1;ZS2;;;Aufzug zu Gleis 1
;S-Bahnsteig 01;10121454;AZ Gl. 1-2 / Fabrik-Nr: 244001735;Schulzendorf (b Tegel);7734;Thyssen Krupp AG;2001;HYDRAULISCH;     2;     2;     2;     0,4;     5,13;AUßEN;    1425;"GL1/2;AUSGANG";    1000;    2280;    1230;    2270;    2100;244001735;ZS2;    3787557,1529999999;    5839628,3480000002;Aufzug zu Gleis 1/2
;S-Bahnsteig 01;10121587;AZ Ausgang West/Fabrik-Nr: 47T 0048-0-3;Berlin-Tegel;7721;OTIS GmbH & Co. OHG;1998;HYDRAULISCH;     2;     2;     2;     0,6;     4,07;AUßEN;    1425;"FUßGAENGERTUNNEL;AUSGANG";    1000;    2330;    1220;    2300;    2100;47 T 0048-0-3;ZS2;;;"Aufzug zwischen Bstg 1 und Tunnel ; Ausgang West"
;Unterführung als Bahnsteigzugang 2x;10121622;AZ Gl. 1-2 (Gorkistr.)/F-Nr: 47T0048-0-4;Berlin-Tegel;7721;OTIS GmbH & Co. OHG;1998;HYDRAULISCH;     2;     2;     2;     0,6;     3,26;AUßEN;    1425;"FUßGAENGERTUNNEL; GL1/2";    1000;    2330;    1220;    2300;    2100;47T0048-0-4;ZS2;;;"Aufzug zwischen Gleis 1/2 und Tunnel ; Ausgang Gorkistr."
;Unterführung als Bahnsteigzugang 2x;10121623;AZ Ausg Ost (Buddestr)/F-Nr: 47T0048-0-2;Berlin-Tegel;7721;OTIS GmbH & Co. OHG;1998;HYDRAULISCH;     2;     2;     2;     0,6;     3,26;AUßEN;    1425;"FUßGAENGERTUNNEL;AUSGANG";    1000;    2330;    1220;    2300;    2100;47T0048-0-2;ZS2;;;"Aufzug zwischen Bstg und Tunnel ; Ausgang Buddestr."
S-BAHN HP MITTELBSTG;Fußgängergeschoß/Tiefbahnhof;10121792;HA 85 Personenaufzug S-Bahn Bstg.;München Hbf;4234;Herold & Co;2005;HYDRAULISCH;     2;     1;     2;     0,5;     5,14;MITTELBSTG., S-BAHN;    825;NOERDLICHER AUSGANG;    1100;    2100;    1600;    2200;    2100;51445;ZS2;;;
BAHNSTEIG 2;Bahnsteig Gleis 4und6;10122170;Aufzug;Hof Hbf;2818;Thyssen Krupp AG;1996;HYDRAULISCH;     2;     2;     2;     0,5;     4,3;GLEIS 4/6;    630;BAHNSTEIGMITTE;    900;    1400;    1100;    2150;    2000;255292505;ES2;    3708287,2349999999;    5578728,3119999999;Aufzug zu Gleis 4/6
